CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C15214,289.537597,0.909091,1216.7,1216.7,0.0,0.0,0.5,0.5,0.0,0.0,0,9,5000.0,788.58998,188.958312,0.0,12
C15215,74.755978,1.0,553.7,248.7,305.0,0.0,0.583333,0.333333,0.166667,0.0,0,9,1000.0,467.131192,169.840535,0.2,12
C15217,51.004807,0.909091,431.93,0.0,431.93,0.0,1.0,0.0,1.0,0.0,0,17,4000.0,1089.402716,135.20894,0.3,12
C15223,127.895284,1.0,1085.16,134.9,950.26,0.0,1.0,0.25,1.0,0.0,0,29,1000.0,469.114905,172.662882,0.333333,12
C15224,18.014226,0.727273,130.5,0.0,130.5,0.0,0.75,0.0,0.75,0.0,0,9,1500.0,176.874316,151.915915,0.333333,12
C15227,437.735369,0.909091,483.65,483.65,0.0,0.0,0.5,0.5,0.0,0.0,0,11,6000.0,1497.949644,211.310481,0.2,12
C15228,1245.976021,1.0,0.0,0.0,0.0,615.715834,0.0,0.0,0.0,0.083333,2,0,1800.0,328.825762,287.194759,0.0,12
C15234,1181.852384,1.0,750.78,0.0,750.78,18.531069,0.5,0.0,0.5,0.083333,1,6,1200.0,1080.501526,1752.604791,0.0,12
C15236,1459.803597,1.0,0.0,0.0,0.0,218.234292,0.0,0.0,0.0,0.416667,5,0,1500.0,436.226459,602.777344,0.0,12
C15240,225.282024,1.0,545.68,0.0,545.68,0.0,1.0,0.0,1.0,0.0,0,14,6500.0,1097.963345,176.797021,0.083333,12
C15247,1117.33657,1.0,0.0,0.0,0.0,99.315429,0.0,0.0,0.0,0.25,4,0,1200.0,272.177301,395.344077,0.0,12
C15249,900.541751,1.0,15.8,0.0,15.8,0.0,0.25,0.0,0.25,0.0,0,3,7000.0,1542.583506,375.127536,0.0,12
C15250,2544.378002,1.0,1108.54,1108.54,0.0,0.0,0.583333,0.583333,0.0,0.0,0,26,3000.0,524.24945,831.65824,0.0,12
C15254,504.409631,1.0,338.9,199.0,139.9,0.0,0.416667,0.166667,0.166667,0.0,0,5,2500.0,829.691401,190.314886,0.0,12
C15257,958.920206,1.0,66.7,0.0,66.7,0.0,0.166667,0.0,0.166667,0.0,0,2,1000.0,302.656395,800.097611,0.0,12
C15260,385.763111,1.0,232.93,232.93,0.0,0.0,0.5,0.5,0.0,0.0,0,6,2500.0,989.738532,152.762176,0.083333,12
C15264,15.008041,1.0,108.95,49.8,59.15,0.0,0.5,0.083333,0.333333,0.0,0,6,1500.0,149.853315,131.972396,0.111111,12
C15265,2106.417286,1.0,2151.93,1386.67,765.26,0.0,0.833333,0.5,0.75,0.0,0,21,4200.0,2190.962493,601.921408,0.0,12
C15266,2676.263845,1.0,0.0,0.0,0.0,2328.859489,0.0,0.0,0.0,0.083333,1,0,3500.0,636.709165,558.717246,0.0,12
C15267,500.219415,1.0,27.05,0.0,27.05,0.0,0.083333,0.0,0.083333,0.0,0,1,1200.0,104.687781,300.921255,0.0,12
C15268,4128.31155,1.0,0.0,0.0,0.0,1674.401635,0.0,0.0,0.0,0.416667,6,0,5000.0,1082.274035,1107.973906,0.0,12
C15270,10.678354,0.727273,50.0,50.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,3000.0,71.90595,91.526002,0.0,12
C15271,1273.731635,1.0,0.0,0.0,0.0,534.228453,0.0,0.0,0.0,0.166667,3,0,1500.0,755.520686,568.672226,0.0,12
C15275,1648.701838,1.0,740.7,650.9,89.8,0.0,0.5,0.5,0.166667,0.0,0,12,2500.0,885.070007,366.004256,0.0,12
C15276,15.330559,0.727273,144.64,0.0,144.64,0.0,0.666667,0.0,0.666667,0.0,0,8,1000.0,198.970881,96.044022,0.0,12
C15285,3987.467435,1.0,146.53,45.0,101.53,2665.355738,0.416667,0.083333,0.25,0.5,8,6,6000.0,1316.698331,1252.705624,0.0,12
C15286,1606.56766,0.818182,0.0,0.0,0.0,1173.530445,0.0,0.0,0.0,0.25,3,0,4500.0,3883.138519,638.672701,0.125,12
C15287,1630.991993,1.0,578.9,0.0,578.9,145.230653,0.666667,0.0,0.583333,0.083333,1,20,2500.0,574.051951,940.119465,0.0,12
C15289,1804.401706,1.0,40.0,40.0,0.0,2392.281584,0.083333,0.083333,0.0,0.25,6,1,2500.0,2459.382382,679.004285,0.0,12
C15290,1447.267049,1.0,0.0,0.0,0.0,77.866868,0.0,0.0,0.0,0.083333,1,0,1500.0,315.87129,298.701546,0.0,12
C15291,1268.250294,1.0,167.0,167.0,0.0,1141.77504,0.083333,0.083333,0.0,0.333333,5,1,1800.0,467.080947,404.439747,0.0,12
C15293,50.853021,1.0,428.75,0.0,428.75,0.0,1.0,0.0,1.0,0.0,0,18,8000.0,319.919021,107.187821,0.090909,12
C15295,157.763858,0.909091,211.07,211.07,0.0,0.0,0.25,0.25,0.0,0.0,0,4,1400.0,994.915444,186.548599,0.1,12
C15296,724.854858,1.0,185.63,185.63,0.0,321.127263,0.25,0.25,0.0,0.083333,1,4,1300.0,1474.929946,441.741032,0.083333,12
C15306,1071.748626,1.0,0.0,0.0,0.0,567.817662,0.0,0.0,0.0,0.166667,2,0,3500.0,513.503781,436.115043,0.0,12
C15308,1938.648722,1.0,0.0,0.0,0.0,2548.837078,0.0,0.0,0.0,0.333333,5,0,6000.0,1732.275197,457.524824,0.0,12
C15310,670.885072,1.0,341.9,215.18,126.72,294.185703,0.833333,0.25,0.666667,0.166667,4,13,4000.0,409.29211,185.805592,0.0,12
C15314,2135.646123,1.0,114.0,114.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,8000.0,577.415935,768.591692,0.0,12
C15317,1436.996287,1.0,0.0,0.0,0.0,73.568388,0.0,0.0,0.0,0.25,4,0,1500.0,292.521349,503.505212,0.0,12
C15321,3497.200665,1.0,1350.13,519.8,830.33,1938.008846,0.666667,0.416667,0.583333,0.166667,3,32,4000.0,1882.437447,1279.813588,0.0,12
C15322,3720.59375,1.0,345.0,0.0,345.0,2529.303126,1.0,0.0,1.0,0.25,7,12,4500.0,977.281878,1592.232637,0.0,12
C15326,3362.979048,1.0,90.0,90.0,0.0,2093.951054,0.083333,0.083333,0.0,0.25,3,1,5000.0,1599.377333,765.036103,0.0,12
C15328,31.980197,0.727273,300.0,0.0,300.0,0.0,0.666667,0.0,0.583333,0.0,0,8,7500.0,214.796949,99.124898,0.0,12
C15329,1964.369476,0.727273,0.0,0.0,0.0,2706.493856,0.0,0.0,0.0,0.083333,1,0,3000.0,636.224436,675.460542,0.0,12
C15333,2266.220776,1.0,125.32,125.32,0.0,434.011893,0.083333,0.083333,0.0,0.083333,1,1,3000.0,657.190307,633.370465,0.0,12
C15336,833.541256,1.0,0.0,0.0,0.0,1422.637361,0.0,0.0,0.0,0.333333,8,0,2500.0,180.104404,282.085369,0.0,12
C15342,1529.318797,1.0,678.44,0.0,678.44,36.989392,0.75,0.0,0.666667,0.083333,1,17,1500.0,731.943501,1187.72741,0.0,12
C15351,830.51605,1.0,1059.04,799.04,260.0,0.0,0.5,0.333333,0.25,0.0,0,8,3000.0,182.53903,400.00556,0.0,12
C15353,77.523872,1.0,325.0,0.0,325.0,117.402685,0.833333,0.0,0.75,0.166667,2,10,6500.0,408.437645,208.322149,0.166667,12
C15355,72.76697,1.0,0.0,0.0,0.0,952.855308,0.0,0.0,0.0,0.083333,1,0,2500.0,945.465018,56.782521,0.090909,12
C15357,1207.768239,1.0,0.0,0.0,0.0,944.367262,0.0,0.0,0.0,0.25,8,0,1200.0,1106.479425,685.694358,0.0,12
C15361,1322.579742,1.0,453.0,453.0,0.0,0.0,0.5,0.5,0.0,0.0,0,7,1800.0,616.31303,317.061706,0.0,12
C15362,1753.27998,1.0,245.85,245.85,0.0,468.567126,0.333333,0.333333,0.0,0.25,5,4,1800.0,955.297792,686.649339,0.0,12
C15370,1344.982445,1.0,224.54,0.0,224.54,0.0,0.5,0.0,0.5,0.0,0,18,1500.0,619.063466,678.63587,0.0,12
C15377,30.327329,0.909091,284.34,0.0,284.34,0.0,0.333333,0.0,0.25,0.0,0,6,1200.0,269.948292,101.35824,0.272727,12
C15379,805.368458,1.0,0.0,0.0,0.0,1257.626787,0.0,0.0,0.0,0.333333,7,0,1000.0,1515.789235,201.815134,0.083333,12
C15380,638.163467,1.0,1202.72,904.2,298.52,716.190021,0.833333,0.416667,0.75,0.25,3,23,3000.0,2857.881585,234.745291,0.166667,12
C15381,264.869295,1.0,940.0,940.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,6000.0,753.034035,179.692509,0.0,12
C15382,576.890374,1.0,1081.0,1081.0,0.0,0.0,0.25,0.25,0.0,0.0,0,3,6000.0,513.64046,190.606207,0.0,12
C15384,2292.952733,1.0,0.0,0.0,0.0,523.015459,0.0,0.0,0.0,0.166667,2,0,2500.0,976.79165,724.561182,0.0,12
C15386,690.625555,1.0,666.6,0.0,666.6,0.0,1.0,0.0,1.0,0.0,0,12,6000.0,1130.376548,170.144183,0.0,12
C15388,1158.01315,1.0,170.0,170.0,0.0,299.89919,0.083333,0.083333,0.0,0.25,3,1,1200.0,525.816276,616.813089,0.0,12
C15392,1793.954788,1.0,0.0,0.0,0.0,93.199729,0.0,0.0,0.0,0.083333,1,0,2500.0,508.613001,481.397375,0.0,12
C15395,385.841997,1.0,24.63,0.0,24.63,0.0,0.416667,0.0,0.416667,0.0,0,5,4500.0,1349.938041,203.987924,0.0,12
C15399,1121.018433,1.0,0.0,0.0,0.0,410.041428,0.0,0.0,0.0,0.083333,2,0,1500.0,858.248769,296.752391,0.0,12
C15401,1057.699883,1.0,229.74,216.17,13.57,768.99315,0.5,0.5,0.083333,0.333333,4,7,1500.0,307.755667,393.128829,0.0,12
C15404,1191.749595,1.0,0.0,0.0,0.0,1242.647518,0.0,0.0,0.0,0.166667,2,0,2500.0,387.341388,352.084649,0.0,12
C15405,15.577506,1.0,143.76,0.0,143.76,0.0,1.0,0.0,0.916667,0.0,0,12,1000.0,124.753548,146.043815,0.3,12
C15406,2.641101,1.0,9.68,0.0,9.68,0.0,0.083333,0.0,0.083333,0.0,0,1,8000.0,72.282497,17.530337,0.0,12
C15409,894.357857,1.0,1164.0,0.0,1164.0,0.0,1.0,0.0,1.0,0.0,0,12,2000.0,907.603723,270.413449,0.0,12
C15410,801.703734,1.0,387.77,0.0,387.77,0.0,0.583333,0.0,0.583333,0.0,0,7,2500.0,1480.676383,1246.237666,0.0,12
C15417,437.609832,1.0,0.0,0.0,0.0,1340.127945,0.0,0.0,0.0,0.166667,3,0,1200.0,1569.501192,156.935733,0.090909,12
C15418,2701.540547,1.0,0.0,0.0,0.0,932.369762,0.0,0.0,0.0,0.25,4,0,3000.0,1065.255189,1135.449267,0.0,12
C15422,3425.949762,1.0,0.0,0.0,0.0,2601.134743,0.0,0.0,0.0,0.416667,7,0,4000.0,1114.681017,732.984374,0.0,12
C15425,250.258381,0.727273,486.94,486.94,0.0,1131.986387,0.25,0.25,0.0,0.083333,1,3,4500.0,2837.08595,130.716778,0.333333,12
C15431,2172.893325,0.909091,416.74,0.0,416.74,0.0,0.416667,0.0,0.333333,0.0,0,5,3000.0,3905.486286,1080.480612,0.1,12
C15432,1143.333419,1.0,0.0,0.0,0.0,267.402242,0.0,0.0,0.0,0.083333,1,0,2500.0,588.789066,289.050092,0.0,12
C15433,1595.980444,1.0,0.0,0.0,0.0,138.761295,0.0,0.0,0.0,0.333333,4,0,2400.0,351.305519,440.128449,0.0,12
C15439,1102.63215,1.0,1409.31,1080.18,329.13,0.0,0.666667,0.25,0.583333,0.0,0,13,8500.0,874.024544,274.582036,0.0,12
C15446,536.027158,1.0,0.0,0.0,0.0,1057.951828,0.0,0.0,0.0,0.166667,3,0,1200.0,1326.002237,286.69926,0.0,12
C15451,2786.743524,1.0,231.63,86.63,145.0,0.0,0.5,0.166667,0.25,0.0,0,6,3000.0,711.838166,750.333981,0.0,12
C15454,11.116861,1.0,168.0,0.0,168.0,0.0,1.0,0.0,1.0,0.0,0,12,5500.0,154.705191,157.784568,0.083333,12
C15457,13.792103,0.909091,600.0,600.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4500.0,607.677726,92.393376,0.0,12
C15459,2116.845833,1.0,898.34,0.0,898.34,256.376109,0.916667,0.0,0.916667,0.166667,2,11,2500.0,1786.497369,508.470423,0.0,12
C15464,364.219107,0.818182,142.52,142.52,0.0,654.345476,0.083333,0.083333,0.0,0.25,6,2,2500.0,621.956899,191.258003,0.0,12
C15466,1173.949821,1.0,785.69,785.69,0.0,0.0,0.416667,0.416667,0.0,0.0,0,8,1200.0,473.659122,619.376955,0.0,12
C15467,1543.205532,1.0,1027.57,927.57,100.0,0.0,0.416667,0.333333,0.083333,0.0,0,13,6000.0,319.878647,443.406361,0.0,12
C15469,467.345479,1.0,46.74,0.0,46.74,0.0,0.166667,0.0,0.166667,0.0,0,2,2500.0,122.054178,206.106505,0.0,12
C15472,1952.189994,1.0,297.59,99.59,198.0,55.219714,0.5,0.083333,0.416667,0.166667,2,7,2500.0,634.780319,658.460719,0.0,12
C15475,1773.484195,1.0,0.0,0.0,0.0,1578.889669,0.0,0.0,0.0,0.25,3,0,3000.0,442.578729,616.532252,0.0,12
C15476,1734.688041,1.0,0.0,0.0,0.0,158.851964,0.0,0.0,0.0,0.166667,2,0,1800.0,363.842433,612.656741,0.0,12
C15477,927.294609,1.0,364.74,151.42,213.32,0.0,0.75,0.166667,0.583333,0.0,0,16,1000.0,442.174198,711.024081,0.0,12
C15478,1248.193121,1.0,40.13,0.0,40.13,0.0,0.083333,0.0,0.083333,0.0,0,1,1750.0,293.330975,343.940892,0.0,12
C15484,692.529504,1.0,404.0,404.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,6400.0,787.236366,201.135008,0.0,12
C15485,952.952011,1.0,39.58,39.58,0.0,663.05871,0.083333,0.083333,0.0,0.083333,3,1,1800.0,1665.457998,204.226245,0.0,12
C15488,1395.907515,1.0,962.12,962.12,0.0,0.0,0.583333,0.583333,0.0,0.0,0,20,1600.0,1081.988109,645.551427,0.0,12
C15495,985.457755,1.0,672.31,103.0,569.31,0.0,1.0,0.166667,1.0,0.0,0,17,2500.0,1656.974517,542.14663,0.0,12
C15500,2409.236843,1.0,990.15,772.6,217.55,0.0,0.75,0.416667,0.416667,0.0,0,26,8000.0,707.712681,606.899998,0.0,12
C15502,21.409828,1.0,149.71,0.0,149.71,0.0,0.916667,0.0,0.916667,0.0,0,11,1500.0,141.974905,150.500248,0.166667,12
C15507,868.331112,1.0,1167.15,864.28,302.87,748.152104,1.0,0.25,1.0,0.25,4,26,3000.0,704.323375,240.060933,0.083333,12
C15509,1879.694262,1.0,832.67,694.73,137.94,0.0,0.583333,0.25,0.333333,0.0,0,22,2000.0,873.931715,1452.265916,0.0,12
C15511,1235.224095,1.0,637.28,10.0,627.28,0.0,1.0,0.083333,0.916667,0.0,0,13,1500.0,742.382146,703.203441,0.0,12
C15513,704.910363,1.0,500.5,225.5,275.0,851.158327,1.0,0.166667,1.0,0.333333,6,18,1200.0,1713.299924,425.812312,0.0,12
C15514,1340.551352,1.0,427.96,331.96,96.0,618.344755,0.5,0.333333,0.416667,0.166667,4,12,1500.0,326.956073,472.486843,0.0,12
C15516,182.171771,1.0,270.65,45.65,225.0,0.0,0.833333,0.083333,0.75,0.0,0,10,1000.0,216.489485,190.287126,0.0,12
C15520,4375.764064,1.0,1016.41,0.0,1016.41,252.583938,0.916667,0.0,0.833333,0.083333,1,12,10000.0,1133.806322,1165.41843,0.0,12
C15521,444.519756,1.0,302.4,0.0,302.4,1955.504366,0.333333,0.0,0.25,0.166667,4,6,3000.0,2579.035502,209.238839,0.166667,12
C15522,1383.72609,1.0,0.0,0.0,0.0,148.185304,0.0,0.0,0.0,0.166667,2,0,1500.0,298.943957,508.050053,0.0,12
C15524,389.835298,0.818182,0.0,0.0,0.0,2101.740346,0.0,0.0,0.0,0.5,7,0,3000.0,2236.589562,100.212983,0.0,12
C15525,455.452678,0.909091,1301.25,1301.25,0.0,0.0,0.5,0.5,0.0,0.0,0,9,1500.0,472.453467,170.192614,0.0,12
C15526,658.6552,1.0,629.99,629.99,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,6000.0,353.862252,247.500183,0.0,12
C15532,2899.781468,1.0,223.62,193.94,29.68,507.263645,0.333333,0.25,0.166667,0.083333,2,6,3000.0,1059.352415,683.372766,0.0,12
C15533,1278.829156,1.0,0.0,0.0,0.0,2425.727213,0.0,0.0,0.0,0.166667,6,0,4000.0,445.436177,418.536968,0.0,12
C15535,1859.165344,1.0,0.0,0.0,0.0,1543.160715,0.0,0.0,0.0,0.083333,5,0,3500.0,310.775643,659.586136,0.0,12
C15536,1413.865738,1.0,313.03,313.03,0.0,1405.693267,0.25,0.25,0.0,0.166667,3,4,1800.0,1467.766461,405.632903,0.0,12
C15537,205.409896,0.909091,0.0,0.0,0.0,1903.840296,0.0,0.0,0.0,0.25,3,0,1500.0,779.245735,60.582149,0.125,12
C15539,1022.71734,1.0,120.09,120.09,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2500.0,368.7253,410.924268,0.0,12
C15544,2722.600219,1.0,0.0,0.0,0.0,234.473649,0.0,0.0,0.0,0.083333,2,0,3000.0,638.102089,653.783205,0.0,12
C15546,165.721899,1.0,231.51,115.0,116.51,0.0,0.833333,0.166667,0.75,0.0,0,24,4300.0,90.964048,208.147019,0.0,12
C15547,738.656748,1.0,0.0,0.0,0.0,1417.01143,0.0,0.0,0.0,0.25,3,0,3000.0,170.645351,187.555397,0.0,12
C15555,875.649126,1.0,0.0,0.0,0.0,748.125667,0.0,0.0,0.0,0.166667,3,0,1200.0,860.788124,214.677868,0.0,12
C15558,2686.595082,1.0,282.52,282.52,0.0,0.0,0.416667,0.416667,0.0,0.0,0,5,3000.0,3747.500925,1248.460984,0.083333,12
C15564,1322.005771,1.0,0.0,0.0,0.0,159.292225,0.0,0.0,0.0,0.25,3,0,1500.0,404.269442,424.156288,0.0,12
C15567,216.716507,1.0,0.0,0.0,0.0,810.792285,0.0,0.0,0.0,0.25,3,0,1800.0,1308.537026,94.70744,0.25,12
C15572,391.755763,1.0,575.72,400.72,175.0,0.0,0.833333,0.416667,0.5,0.0,0,13,10500.0,1631.594511,269.311255,0.333333,12
C15577,1039.256129,1.0,618.75,0.0,618.75,0.0,0.916667,0.0,0.916667,0.0,0,11,1700.0,202.137436,262.20484,0.0,12
C15579,293.118363,1.0,368.91,0.0,368.91,683.536421,0.75,0.0,0.75,0.166667,3,18,1800.0,1309.489418,195.953485,0.166667,12
C15582,237.435762,0.909091,1270.32,1270.32,0.0,438.420213,0.333333,0.333333,0.0,0.166667,2,6,1800.0,1148.378687,110.252783,0.0,12
C15584,28.593511,0.909091,258.32,0.0,258.32,0.0,0.666667,0.0,0.583333,0.0,0,10,4000.0,307.750161,161.030353,0.166667,12
C15585,1597.679284,1.0,272.4,0.0,272.4,0.0,1.0,0.0,1.0,0.0,0,16,1550.0,587.710246,1090.811625,0.0,12
C15586,1140.91813,1.0,0.0,0.0,0.0,1531.176754,0.0,0.0,0.0,0.333333,6,0,1800.0,1336.452403,374.452534,0.0,12
C15587,1458.775165,1.0,0.0,0.0,0.0,1759.295218,0.0,0.0,0.0,0.333333,10,0,3500.0,856.740386,379.255051,0.0,12
C15589,1173.112709,1.0,823.05,573.05,250.0,1000.869648,0.5,0.25,0.416667,0.25,3,11,1500.0,2049.345099,266.90291,0.0,12
C15590,287.817221,1.0,360.0,360.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,3000.0,112.678222,208.247475,0.0,12
C15591,3.894895,0.727273,182.49,0.0,182.49,0.0,0.916667,0.0,0.916667,0.0,0,11,1500.0,201.08824,13.88938,0.0,12
C15592,2377.537394,1.0,0.0,0.0,0.0,2420.59067,0.0,0.0,0.0,0.166667,3,0,5000.0,533.940153,826.56466,0.0,12
C15601,2269.073907,1.0,284.9,284.9,0.0,490.612381,0.166667,0.166667,0.0,0.333333,5,6,6000.0,559.24901,786.402078,0.0,12
C15602,588.618641,1.0,0.0,0.0,0.0,36.769821,0.0,0.0,0.0,0.166667,2,0,1200.0,1386.88202,232.802183,0.083333,12
C15604,2267.664008,1.0,0.0,0.0,0.0,76.590404,0.0,0.0,0.0,0.083333,1,0,2500.0,597.046672,673.465761,0.0,12
C15608,153.679036,1.0,181.81,0.0,181.81,0.0,0.833333,0.0,0.833333,0.0,0,16,1500.0,454.857585,183.013235,0.0,12
C15611,450.746858,1.0,194.1,194.1,0.0,345.734661,0.166667,0.166667,0.0,0.333333,6,4,600.0,635.073163,389.795498,0.0,12
C15615,957.010021,1.0,604.8,0.0,604.8,901.754709,1.0,0.0,0.916667,0.083333,3,12,1000.0,811.45719,926.087148,0.0,12
C15621,2122.821694,1.0,255.34,199.34,56.0,1331.769584,0.333333,0.166667,0.333333,0.5,7,6,5000.0,1016.843526,561.912557,0.0,12
C15622,1097.28593,1.0,0.0,0.0,0.0,37.643261,0.0,0.0,0.0,0.166667,2,0,1200.0,236.375748,259.21298,0.0,12
C15623,114.523682,1.0,83.0,83.0,0.0,69.22803,0.166667,0.166667,0.0,0.166667,2,3,300.0,196.333324,201.615417,0.083333,12
C15624,298.779514,0.909091,1205.85,310.97,894.88,0.0,0.666667,0.333333,0.416667,0.0,0,12,3000.0,378.768909,130.651802,0.0,12
C15627,1710.971649,1.0,2042.5,1000.0,1042.5,0.0,0.833333,0.083333,0.833333,0.0,0,12,9500.0,1952.923432,387.281405,0.0,12
C15630,358.915537,0.727273,0.0,0.0,0.0,709.485501,0.0,0.0,0.0,0.166667,5,0,6400.0,331.996644,137.43958,0.0,12
C15631,1060.420992,1.0,480.22,295.63,184.59,0.0,1.0,0.25,0.916667,0.0,0,17,4200.0,2398.956105,342.2675,0.0,12
C15632,1047.854274,1.0,384.0,0.0,384.0,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,530.36208,1127.724623,0.0,12
C15633,842.600625,0.909091,0.0,0.0,0.0,679.67338,0.0,0.0,0.0,0.333333,7,0,1200.0,1901.27932,324.801824,0.090909,12
C15634,2344.19277,1.0,0.0,0.0,0.0,1517.268703,0.0,0.0,0.0,0.333333,9,0,3000.0,681.433652,592.032785,0.0,12
C15638,1638.42534,1.0,0.0,0.0,0.0,37.921481,0.0,0.0,0.0,0.083333,1,0,1800.0,459.151425,335.813771,0.0,12
C15652,287.565501,1.0,472.32,375.0,97.32,1785.926136,0.333333,0.166667,0.25,0.416667,5,7,1000.0,2022.302019,191.073806,0.333333,12
C15656,471.104779,1.0,0.0,0.0,0.0,58.192353,0.0,0.0,0.0,0.25,3,0,500.0,165.27161,190.841988,0.0,12
C15659,1768.589163,1.0,63.7,63.7,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2000.0,750.927612,379.079339,0.0,12
C15664,1455.904478,0.818182,149.0,149.0,0.0,1991.844526,0.083333,0.083333,0.0,0.333333,7,1,2200.0,2326.985125,1115.444711,0.0,12
C15668,2475.507619,1.0,569.85,233.04,336.81,1909.470528,0.666667,0.083333,0.583333,0.25,3,14,5000.0,672.048823,658.657911,0.0,12
C15673,10.035492,1.0,0.0,0.0,0.0,139.113927,0.0,0.0,0.0,0.083333,2,0,1000.0,154.970698,77.402578,0.0,12
C15683,449.026889,1.0,313.2,0.0,313.2,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,136.096707,217.449281,0.0,12
C15684,2556.292783,1.0,0.0,0.0,0.0,226.369362,0.0,0.0,0.0,0.166667,2,0,6000.0,1311.010857,841.880535,0.0,12
C15688,2059.035678,1.0,0.0,0.0,0.0,387.757647,0.0,0.0,0.0,0.083333,1,0,2500.0,460.005554,754.982656,0.0,12
C15690,91.266202,0.909091,701.59,701.59,0.0,0.0,0.333333,0.333333,0.0,0.0,0,6,3200.0,812.383013,140.175864,0.1,12
C15692,200.574081,1.0,675.9,675.9,0.0,0.0,0.416667,0.416667,0.0,0.0,0,8,7500.0,753.502654,308.604961,0.083333,12
C15695,633.209696,1.0,1625.01,1165.36,459.65,0.0,1.0,0.333333,1.0,0.0,0,29,2500.0,764.713719,206.988911,0.0,12
C15698,882.715792,1.0,120.0,0.0,120.0,322.935862,1.0,0.0,1.0,0.25,4,12,1000.0,307.584827,249.005928,0.0,12
C15706,701.135691,1.0,1004.04,624.0,380.04,181.874234,0.416667,0.166667,0.25,0.083333,1,6,3000.0,359.829195,190.226811,0.0,12
C15708,1175.922628,1.0,14.72,14.72,0.0,79.252166,0.083333,0.083333,0.0,0.25,3,1,1200.0,347.568201,463.992512,0.0,12
C15709,4612.147149,1.0,0.0,0.0,0.0,2260.623056,0.0,0.0,0.0,0.25,4,0,6500.0,1210.9845,1565.678756,0.0,12
C15711,26.157304,0.818182,318.41,65.0,253.41,0.0,0.75,0.083333,0.666667,0.0,0,11,5000.0,240.474518,154.2101,0.0,12
C15715,844.230511,1.0,615.0,336.0,279.0,0.0,0.666667,0.25,0.416667,0.0,0,9,1500.0,1028.163341,183.039309,0.0,12
C15716,1228.170181,1.0,817.94,436.64,381.3,0.0,0.666667,0.166667,0.5,0.0,0,8,1500.0,708.383328,831.442071,0.0,12
C15718,1306.735189,1.0,0.0,0.0,0.0,256.361633,0.0,0.0,0.0,0.25,4,0,5500.0,536.065588,324.670041,0.0,12
C15720,756.573198,1.0,1056.64,683.89,372.75,548.067443,0.5,0.5,0.333333,0.25,4,16,1800.0,1597.746211,309.576217,0.083333,12
C15721,1727.516892,1.0,624.46,624.46,0.0,0.0,0.333333,0.333333,0.0,0.0,0,9,1800.0,925.227009,865.078504,0.0,12
C15728,3467.619262,1.0,468.49,278.5,189.99,2493.180667,0.833333,0.083333,0.666667,0.5,10,10,4000.0,1612.002883,898.050967,0.0,12
C15730,387.449138,1.0,253.7,253.7,0.0,0.0,0.416667,0.416667,0.0,0.0,0,8,3000.0,198.133653,200.73031,0.0,12
C15732,828.013302,1.0,126.48,0.0,126.48,0.0,0.25,0.0,0.166667,0.0,0,3,3000.0,301.728915,224.641178,0.0,12
C15735,1167.254965,1.0,499.92,0.0,499.92,0.0,1.0,0.0,1.0,0.0,0,12,1200.0,897.514706,1358.434639,0.0,12
C15737,2986.070256,1.0,178.9,74.9,104.0,1948.211838,0.333333,0.083333,0.166667,0.416667,10,4,10000.0,619.02881,1149.24369,0.0,12
C15740,997.98763,1.0,952.29,152.29,800.0,274.949525,1.0,0.083333,1.0,0.083333,2,17,1200.0,1273.253687,580.934766,0.0,12
C15744,126.159165,1.0,144.9,144.9,0.0,0.0,0.25,0.25,0.0,0.0,0,6,450.0,1307.853194,1336.106153,0.333333,12
C15746,641.02208,1.0,0.0,0.0,0.0,180.321494,0.0,0.0,0.0,0.25,4,0,1000.0,345.161002,277.7637,0.0,12
C15747,2638.45383,1.0,0.0,0.0,0.0,262.082802,0.0,0.0,0.0,0.166667,2,0,2900.0,642.830286,599.508236,0.0,12
C15748,2800.848284,1.0,0.0,0.0,0.0,230.345891,0.0,0.0,0.0,0.166667,2,0,3000.0,864.931529,1796.44717,0.0,12
C15751,144.006679,1.0,45.65,45.65,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1000.0,287.560084,177.475343,0.0,12
C15754,3956.072098,1.0,82.0,82.0,0.0,2113.060571,0.166667,0.166667,0.0,0.25,9,2,4500.0,811.119073,1325.010085,0.0,12
